frame,tank1,tank2,tank3,overall
1,0.000,0.000,0.000,0.000
2,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,0.000
4,0.001,0.000,0.000,0.000
5,0.000,0.000,0.000,0.000
6,0.000,0.000,0.000,0.000
7,0.001,0.000,0.000,0.000
8,0.000,0.000,0.000,0.000
9,0.000,0.000,0.000,0.000
10,0.000,0.000,0.000,0.000
11,0.000,0.000,0.000,0.000
12,0.000,0.001,0.000,0.000
13,0.000,0.000,0.000,0.000
14,0.000,0.001,0.000,0.000
15,0.000,0.001,0.000,0.000
16,0.000,0.001,0.000,0.000
17,0.000,0.002,0.000,0.001
18,0.000,0.007,0.000,0.002
19,0.000,0.006,0.000,0.002
20,0.000,0.006,0.000,0.002
21,0.000,0.006,0.000,0.002
22,0.000,0.009,0.000,0.003
23,0.000,0.013,0.000,0.005
24,0.000,0.013,0.000,0.005
25,0.000,0.011,0.000,0.004
26,0.000,0.012,0.000,0.004
27,0.000,0.008,0.000,0.003
28,0.000,0.007,0.000,0.002
29,0.000,0.007,0.000,0.002
30,0.000,0.006,0.000,0.002
31,0.000,0.010,0.000,0.004
32,0.000,0.011,0.000,0.004
33,0.000,0.005,0.000,0.002
34,0.000,0.009,0.000,0.003
35,0.000,0.006,0.000,0.002
36,0.000,0.006,0.000,0.002
37,0.000,0.005,0.000,0.002
38,0.000,0.005,0.000,0.002
39,0.000,0.007,0.000,0.003
40,0.000,0.004,0.000,0.001
41,0.000,0.007,0.000,0.003
42,0.000,0.003,0.000,0.001
43,0.000,0.005,0.000,0.002
44,0.000,0.002,0.000,0.001
45,0.000,0.002,0.000,0.001
46,0.000,0.002,0.000,0.001
47,0.000,0.003,0.000,0.001
48,0.000,0.003,0.000,0.001
49,0.000,0.004,0.000,0.001
50,0.000,0.005,0.000,0.002
51,0.000,0.005,0.000,0.002
52,0.000,0.005,0.000,0.002
53,0.000,0.005,0.000,0.002
54,0.000,0.001,0.000,0.000
55,0.000,0.002,0.000,0.001
56,0.000,0.001,0.000,0.000
57,0.000,0.002,0.000,0.001
58,0.000,0.002,0.000,0.001
59,0.000,0.004,0.000,0.001
60,0.000,0.004,0.000,0.001
61,0.000,0.004,0.000,0.001
62,0.000,0.001,0.000,0.000
63,0.000,0.001,0.000,0.000
64,0.000,0.001,0.000,0.000
65,0.000,0.001,0.000,0.000
66,0.000,0.004,0.000,0.002
67,0.000,0.003,0.000,0.001
68,0.000,0.002,0.000,0.001
69,0.000,0.001,0.000,0.000
70,0.000,0.001,0.000,0.000
71,0.000,0.001,0.000,0.001
72,0.000,0.003,0.000,0.001
73,0.000,0.002,0.000,0.001
74,0.000,0.002,0.000,0.001
75,0.000,0.002,0.000,0.001
76,0.000,0.002,0.000,0.001
77,0.000,0.002,0.000,0.001
78,0.000,0.002,0.000,0.001
79,0.000,0.002,0.000,0.001
80,0.000,0.002,0.000,0.001
81,0.000,0.002,0.000,0.001
82,0.000,0.002,0.000,0.001
83,0.000,0.002,0.000,0.001
84,0.000,0.002,0.000,0.001
85,0.000,0.002,0.000,0.001
86,0.000,0.002,0.000,0.001
87,0.000,0.002,0.000,0.001
88,0.000,0.002,0.000,0.001
89,0.000,0.002,0.000,0.001
90,0.000,0.002,0.000,0.001
91,0.000,0.002,0.000,0.001
92,0.000,0.002,0.000,0.001
93,0.000,0.002,0.000,0.001
94,0.000,0.002,0.000,0.001
95,0.000,0.002,0.000,0.001
96,0.000,0.002,0.000,0.001
97,0.000,0.002,0.000,0.001
98,0.000,0.002,0.000,0.001
99,0.000,0.002,0.000,0.001
100,0.000,0.002,0.000,0.001
101,0.000,0.002,0.000,0.001
102,0.000,0.002,0.000,0.001
103,0.000,0.002,0.000,0.001
104,0.000,0.002,0.000,0.001
105,0.000,0.002,0.000,0.001
106,0.000,0.002,0.000,0.001
107,0.000,0.002,0.000,0.001
108,0.000,0.002,0.000,0.001
109,0.000,0.002,0.000,0.001
110,0.000,0.002,0.000,0.001
111,0.000,0.002,0.000,0.001
112,0.000,0.002,0.000,0.001
